"title","firstname","middlename","lastname","name_suffix","nickname","party","state","district","in_office","gender","phone","fax","website","webform","congress_office","bioguide_id","votesmart_id","fec_id","govtrack_id","crp_id","twitter_id","congresspedia_url","youtube_url","facebook_id","official_rss","senate_class","birthdate"
"Rep","Samuel","Robert","Johnson","","Sam","R","TX","3","1","M","202-225-4201","202-225-1485","http://samjohnson.house.gov","http://www.house.gov/formsamjohnson/IMA/issue.htm","1211 Longworth House Office Building","J000174","27079","H2TX03118","400206","N00008028","SamsPressShop","http://www.opencongress.org/wiki/Samuel_Johnson","http://www.youtube.com/RepSamJohnson","","","","10/11/1930"
"Sen","Tim","P.","Johnson","","","D","SD","Senior Seat","1","M","202-224-5842","202-228-5765","http://www.johnson.senate.gov/","http://www.johnson.senate.gov/public/index.cfm?p=Contact","136 Hart Senate Office Building","J000177","27067","S6SD00051","300058","N00010084","SenJohnsonSD","http://www.opencongress.org/wiki/Tim_Johnson","http://www.youtube.com/senatorjohnson","10239811690","","II","12/28/1946"
"Rep","Walter","Beaman","Jones","Jr.","","R","NC","3","1","M","202-225-3415","202-225-3286","http://jones.house.gov/","http://jones.house.gov/contact_form_email.cfm","2333 Rayburn House Office Building","J000255","21785","H2NC01081","400209","N00002299","RepWalterJones","http://www.opencongress.org/wiki/Walter_Beaman_Jones","http://www.youtube.com/RepWalterJones","15083070102","","","02/10/1943"
"Rep","Jesse","Louis","Jackson","Jr.","","D","IL","2","1","M","202-225-0773","202-225-0899","http://jackson.house.gov/","http://www.house.gov/jackson/ContactByEMail.shtml","2419 Rayburn House Office Building","J000283","72","H6IL02124","400198","N00012457","RepJJJr","http://www.opencongress.org/wiki/Jesse_Jackson","http://www.youtube.com/JesseJrTube","16250110021","","","03/11/1965"
"Rep","Stephanie","Tubbs","Jones","","","D","OH","11","0","F","","","","","","J000284","23325","H8OH11067","400208","N00003561","","http://www.opencongress.org/wiki/Stephanie_Tubbs_Jones","","","","","09/10/1949"
"Rep","Timothy","V.","Johnson","","Tim","R","IL","15","1","M","202-225-2371","202-228-5765","http://timjohnson.house.gov/","http://www.house.gov/timjohnson/contact/index.shtml","1207 Longworth House Office Building","J000285","6338","H0IL15053","400207","N00012890","RepTimJohnson","http://www.opencongress.org/wiki/Timothy_Johnson","http://www.youtube.com/RepTimVJohnson","","","","07/23/1946"
"Rep","Piyush","","Jindal","","Bobby","R","LA","1","0","M","","","","","","J000287","35481","H4LA00016","400634","N00026786","","http://www.opencongress.org/wiki/Piyush_Jindal","","","","","06/10/1971"
"Rep","Henry","C.","Johnson","Jr.","Hank","D","GA","4","1","M","202-225-1605","202-226-0691","http://hankjohnson.house.gov/","http://hankjohnson.house.gov/contact_hank_write.shtml","1427 Longworth House Office Building","J000288","68070","H6GA04129","412199","N00027848","RepHankJohnson","http://www.opencongress.org/wiki/Henry_Johnson","http://www.youtube.com/RepHankJohnson","115356957005","","","10/02/1954"
"Rep","James","","Jordan","","Jim","R","OH","4","1","M","202-225-2676","202-226-0577","http://jordan.house.gov","http://jordan.house.gov/contactform_zipcheck.shtml","1524 Longworth House Office Building","J000289","8158","H6OH04082","412226","N00027894","Jim_Jordan","http://www.opencongress.org/wiki/James_Jordan","http://www.youtube.com/RepJimJordan","repjimjordan","","","02/17/1964"
"Rep","Lynn","M.","Jenkins","","","R","KS","2","1","F","202-225-6601","202-225-7986","http://lynnjenkins.house.gov/","https://forms.house.gov/lynnjenkins/contact-form.shtml","1122 Longworth House Office Building","J000290","18594","H8KS02090","412284","N00029077","RepLynnJenkins","http://www.opencongress.org/wiki/Lynn_Jenkins","http://www.youtube.com/RepLynnJenkins","replynnjenkins","","","06/10/1963"
"Sen","Mike","O.","Johanns","","","R","NE","Junior Seat","1","M","202-224-4224","202-228-0436","http://www.johanns.senate.gov","http://www.johanns.senate.gov/public/?p=ContactSenatorJohanns","404 Russell Senate Office Building","J000291","21309","S8NE00117","412320","N00029444","Mike_Johanns","http://www.opencongress.org/wiki/Mike_Johanns","http://www.youtube.com/SenatorMikeJohanns","MikeJohanns","","II","06/18/1950"
"Rep","Bill","","Johnson","","","R","OH","6","1","M","202-225-5705","202-225-5907","http://billjohnson.house.gov/","","317 Cannon House Office Building","J000292","120649","H0OH06189","412460","N00032088","repbilljohnson","http://www.opencongress.org/wiki/Bill_Johnson","http://www.youtube.com/repbilljohnson","RepBillJohnson","","","11/10/1954"
"Sen","Ron","","Johnson","","","R","WI","Junior Seat","1","M","202-224-5323","","http://www.ronjohnson.senate.gov/","http://www.ronjohnson.senate.gov/public/index.cfm/contact","386 Russell Senate Office Building","J000293","126217","S0WI00197","412496","N00032546","SenRonJohnson","http://www.opencongress.org/wiki/Ron_Johnson","","","","III","04/08/1955"
"Rep","Paul","E.","Kanjorski","","","D","PA","11","0","M","","","","","","K000008","27047","H0PA11050","400210","N00001509","PaulKanjorski","http://www.opencongress.org/wiki/Paul_Kanjorski","http://www.youtube.com/CongressmanKanjorski","","","","04/02/1937"
"Rep","Marcy","","Kaptur","","","D","OH","9","1","F","202-225-4146","202-225-7711","http://kaptur.house.gov/","http://www.kaptur.house.gov/index.php?option=com_content&task=view&id=152","2186 Rayburn House Office Building","K000009","27016","H2OH09031","400211","N00003522","","http://www.opencongress.org/wiki/Marcy_Kaptur","http://www.youtube.com/RepKaptur","","","","06/17/1946"
"Sen","Edward","M.","Kennedy","Sr.","Ted","D","MA","Senior Seat","0","M","","","","","","K000105","53305","S6MA00015","300059","N00000308","","http://www.opencongress.org/wiki/Edward_Kennedy","","","","I","02/22/1932"
"Rep","Patrick","Joseph","Kennedy","","","D","RI","1","0","M","","","","","","K000113","22207","H4RI01034","400215","N00000360","","http://www.opencongress.org/wiki/Patrick_Joseph_Kennedy","http://www.youtube.com/RepPatrickKennedy","","","","07/14/1967"
"Sen","John","Forbes","Kerry","","","D","MA","Senior Seat","1","M","202-224-2742","202-224-8525","http://www.kerry.senate.gov/","http://www.kerry.senate.gov/contact/","218 Russell Senate Office Building","K000148","53306","S4MA00069","300060","N00000245","JohnKerry","http://www.opencongress.org/wiki/John_Kerry","http://www.youtube.com/senatorkerry","johnkerry","","II","12/11/1943"
"Rep","Dale","E.","Kildee","","","D","MI","5","1","M","202-225-3611","202-225-6393","http://kildee.house.gov/","http://www.house.gov/writerep","2107 Rayburn House Office Building","K000172","26909","H6MI07108","400216","N00004070","","http://www.opencongress.org/wiki/Dale_Kildee","http://www.youtube.com/repdalekildee","107229849424","","","09/16/1929"
"Rep","Carolyn","Cheeks","Kilpatrick","","","D","MI","13","0","F","","","","","","K000180","522","H6MI15127","400217","N00004005","RepKilpatrick","http://www.opencongress.org/wiki/Carolyn_Cheeks_Kilpatrick","http://www.youtube.com/repkilpatrick","","","","06/25/1945"
"Rep","Ronald","James","Kind","","Ron","D","WI","3","1","M","202-225-5506","202-225-5739","http://kind.house.gov/","http://www.house.gov/kind/contact.shtml","1406 Longworth House Office Building","K000188","630","H6WI03099","400218","N00004403","repronkind","http://www.opencongress.org/wiki/Ronald_James_Kind","http://www.youtube.com/repronkind","repronkind","","","03/16/1963"
"Rep","Peter","T.","King","","Pete","R","NY","3","1","M","202-225-7896","202-226-2279","http://peteking.house.gov/","http://peteking.house.gov/zip.shtml","339 Cannon House Office Building","K000210","26968","H2NY03089","400219","N00001193","RepPeteKing","http://www.opencongress.org/wiki/Peter_King","http://www.youtube.com/RepPeterKing","reppeteking","","","04/05/1944"
"Rep","Jack","","Kingston","","","R","GA","1","1","M","202-225-5831","202-226-2269","http://kingston.house.gov/","http://kingston.house.gov/ContactForm/","2372 Rayburn House Office Building","K000220","26816","H2GA01157","400221","N00002656","JackKingston","http://www.opencongress.org/wiki/Jack_Kingston","http://www.youtube.com/JackKingston","JackKingston","","","04/24/1955"
"Rep","Joseph","K.","Knollenberg","","Joe","R","MI","9","0","M","","","","","","K000288","26919","H2MI11042","400225","N00004045","","http://www.opencongress.org/wiki/Joseph_Knollenberg","","","","","11/28/1933"
"Sen","Herbert","H.","Kohl","","Herb","D","WI","Senior Seat","1","M","202-224-5653","202-224-9787","http://www.kohl.senate.gov/","http://www.kohl.senate.gov/contact.cfm","330 Hart Senate Office Building","K000305","53362","S6WI00061","300061","N00004309","","http://www.opencongress.org/wiki/Herbert_Kohl","http://www.youtube.com/SenatorKohl","herbkohl","","I","02/07/1935"
"Rep","Dennis","J.","Kucinich","","","D","OH","10","1","M","202-225-5871","202-225-5745","http://kucinich.house.gov/","http://kucinich.house.gov/Contact/Starter.htm","2445 Rayburn House Office Building","K000336","318","H6OH23033","400227","N00003572","Dennis_Kucinich","http://www.opencongress.org/wiki/Dennis_Kucinich","http://www.youtube.com/djkucinich","","","","10/08/1946"
"Sen","Jon","","Kyl","","","R","AZ","Junior Seat","1","M","202-224-4521","202-224-2207","http://www.kyl.senate.gov/","http://www.kyl.senate.gov/contact.cfm","730 Hart Senate Office Building","K000352","26721","S4AZ00030","300062","N00006406","senjonkyl","http://www.opencongress.org/wiki/Jon_Kyl","http://www.youtube.com/SenJonKyl","jonkyl","","I","04/25/1942"
"Sen","Mark","Steven","Kirk","","","R","IL","Junior Seat","1","M","202-224-2854","","http://www.kirk.senate.gov","http://www.kirk.senate.gov/?p=contact","524 Hart Senate Office Building","K000360","33502","H0IL10120","400222","N00012539","senatorkirk","http://www.opencongress.org/wiki/Mark_Kirk","","SenatorKirk","","III","09/15/1959"
"Rep","Ric","","Keller","","","R","FL","8","0","M","","","","","","K000361","30865","H0FL08042","400212","N00009614","","http://www.opencongress.org/wiki/Ric_Keller","","","","","09/05/1964"
"Rep","Steve","A.","King","","","R","IA","5","1","M","202-225-4426","202-225-3193","http://steveking.house.gov/","http://www.house.gov/steveking/email.shtm","1131 Longworth House Office Building","K000362","10853","H2IA05072","400220","N00025237","stevekingia","http://www.opencongress.org/wiki/Steve_King","http://www.youtube.com/RepSteveKing","SteveKingIA","","","05/28/1949"
"Rep","John","P.","Kline","","","R","MN","2","1","M","202-225-2271","202-225-2595","http://kline.house.gov/","http://kline.house.gov/index.cfm?FuseAction=ContactInformation.ContactForm&To=mn02hwyr@housemail.house.gov&CFID=22307054&CFTOKEN=28173710","2439 Rayburn House Office Building","K000363","20311","H8MN06047","400224","N00004436","repjohnkline","http://www.opencongress.org/wiki/John_Kline","http://www.youtube.com/RepJohnKline","16149655054","","","09/06/1947"
"Rep","John","R.","Kuhl","Jr.","Randy","R","NY","29","0","M","","","","","","K000364","4233","H4NY29080","400642","N00026087","RandyKuhl","http://www.opencongress.org/wiki/John_Kuhl","","","","","04/19/1943"
"Rep","Steven","L.","Kagen","","","D","WI","8","0","M","","","","","","K000365","66021","H6WI08122","412240","N00027618","","http://www.opencongress.org/wiki/Steven_Kagen","http://www.youtube.com/CongressmanKagen","","","","12/12/1949"
"Rep","Ron","","Klein","","","D","FL","22","0","M","","","","","","K000366","24261","H6FL22040","412198","N00027515","RepRonKlein","http://www.opencongress.org/wiki/Ron_Klein","http://www.youtube.com/RepRonKlein","","","","07/10/1957"
"Sen","Amy","","Klobuchar","","","D","MN","Senior Seat","1","F","202-224-3244","202-228-2186","http://www.klobuchar.senate.gov/","http://www.klobuchar.senate.gov/emailamy.cfm","302 Hart Senate Office Building","K000367","65092","S6MN00267","412242","N00027500","","http://www.opencongress.org/wiki/Amy_Klobuchar","http://www.youtube.com/senatorklobuchar","7606381190","","I","05/25/1960"
"Rep","Ann","","Kirkpatrick","","","D","AZ","1","0","F","","","","","","K000368","28425","H8AZ01104","412286","N00029260","","http://www.opencongress.org/wiki/Ann_Kirkpatrick","","","","","03/24/1950"
"Rep","Lawrence","Webb","Kissell","","Larry","D","NC","8","1","M","202-225-3715","202-225-4036","http://kissell.house.gov/","https://forms.house.gov/kissell/contact-form.shtml","1632 Longworth House Office Building","K000369","57769","H6NC08111","412287","N00028859","RepLarryKissell","http://www.opencongress.org/wiki/Lawrence_Kissell","http://www.youtube.com/RepLarryKissell","11156132835","","","01/31/1951"
"Rep","Suzanne","M.","Kosmas","","","D","FL","24","0","F","","","","","","K000370","12851","H8FL24026","412288","N00029370","","http://www.opencongress.org/wiki/Suzanne_Kosmas","http://www.youtube.com/CongresswomanKosmas","","","","02/25/1944"
"Rep","Frank","M.","Kratovil","Jr.","","D","MD","1","0","M","","","","","","K000371","101875","H8MD01086","412289","N00029146","","http://www.opencongress.org/wiki/Frank_Kratovil","","","","","05/29/1968"
"Rep","Mary Jo","","Kilroy","","","D","OH","15","0","F","","","","","","K000372","95759","H6OH15104","412285","N00027778","RepMaryJoKilroy","http://www.opencongress.org/wiki/Mary_Jo_Kilroy","http://www.youtube.com/RepMaryJoKilroy","","","","04/30/1949"
"Sen","Edward","E.","Kaufman","","Ted","D","DE","Junior Seat","0","M","","","","","","K000373","110918","","412329","N00030767","","http://www.opencongress.org/wiki/Edward_Kaufman","http://www.youtube.com/SenatorTed","","","II","03/15/1939"
"Sen","Paul","G.","Kirk","Jr.","","D","MA","Junior Seat","0","M","","","","","","K000374","116298","","412381","N00031303","","http://www.opencongress.org/wiki/Paul_Kirk","","","","I","01/18/1938"
"Rep","Bill","","Keating","","","D","MA","10","1","M","202-225-3111","202- 225-5658","http://keating.house.gov/","","315 Cannon House Office Building","K000375","4743","H0MA10082","412435","N00031933","USRep_Keating","http://www.opencongress.org/wiki/Bill_Keating","http://www.youtube.com/user/RepBillKeating","100000126864295","","","09/06/1952"
"Rep","George","J","Kelly","Jr.","Mike","R","PA","3","1","M","202-225-5406","202-225-3103","http://kelly.house.gov/","","515 Cannon House Office Building","K000376","119463","H0PA03271","412465","N00031647","","http://www.opencongress.org/wiki/Mike_Kelly","http://www.youtube.com/repmikekelly","","","","05/10/1948"
"Rep","Adam","","Kinzinger","","","R","IL","11","1","M","202-225-3635","202- 225-3521","http://kinzinger.house.gov/","","1218 Longworth House Office Building","K000378","116559","H0IL11052","412421","N00030667","RepKinzinger","http://www.opencongress.org/wiki/Adam_Kinzinger","http://www.youtube.com/RepAdamKinzinger","187811174579106","","","02/27/1978"
"Sen","Blanche","Lambert","Lincoln","","","D","AR","Senior Seat","0","F","202-224-4843","202-228-1371","http://lincoln.senate.gov/","http://lincoln.senate.gov/contact/email.cfm","355 Dirksen Senate Office Building","L000035","26723","S8MS00162","300068","N00008092","","http://www.opencongress.org/wiki/Blanche_Lincoln","http://www.youtube.com/SenatorLincoln","","","III","09/30/1960"
"Rep","Nicholas","V.","Lampson","","Nick","D","TX","22","0","M","","","","","","L000043","285","H6TX09033","400229","N00005928","","http://www.opencongress.org/wiki/Nicholas_Lampson","http://www.youtube.com/CongressmanLampson","","","","02/14/1945"
"Rep","Thomas","Peter","Lantos","","Tom","D","CA","12","0","M","","","","","","L000090","26739","H0CA11022","400231","N00007382","","http://www.opencongress.org/wiki/Thomas_Lantos","","","","","02/01/1928"
"Rep","Thomas","P.","Latham","","Tom","R","IA","4","1","M","202-225-5476","202-225-3301","http://tomlatham.house.gov","http://www.tomlatham.house.gov/Contact/","2217 Rayburn House Office Building","L000111","22175","H4IA05102","400234","N00004227","TomLatham","http://www.opencongress.org/wiki/Thomas_Latham","http://www.youtube.com/CongressmanTomLatham","700499667","","","07/14/1948"
"Sen","Frank","R.","Lautenberg","","","D","NJ","Senior Seat","1","M","202-224-3224","202-228-4054","http://www.lautenberg.senate.gov/","http://www.lautenberg.senate.gov/contact/routing.cfm","324 Hart Senate Office Building","L000123","53324","S2NJ00080","300064","N00000659","franklautenberg","http://www.opencongress.org/wiki/Frank_Lautenberg","http://www.youtube.com/franklautenberg","franklautenberg","","II","01/23/1924"
"Sen","Patrick","J.","Leahy","","","D","VT","Senior Seat","1","M","202-224-4242","202-224-3479","http://www.leahy.senate.gov/","http://www.leahy.senate.gov/contact/","437 Russell Senate Office Building","L000174","53353","S4VT00017","300065","N00009918","SenatorLeahy","http://www.opencongress.org/wiki/Patrick_Leahy","http://www.youtube.com/SenatorPatrickLeahy","patrickleahy","","III","03/31/1940"
"Sen","Carl","","Levin","","","D","MI","Senior Seat","1","M","202-224-6221","202-224-1388","http://www.levin.senate.gov/","http://www.levin.senate.gov/contact/","269 Russell Senate Office Building","L000261","53307","S8MI00158","300066","N00001691","sencarllevin","http://www.opencongress.org/wiki/Carl_Levin","http://www.youtube.com/sencarllevin","carllevin","","II","06/28/1934"
"Rep","Sander","M.","Levin","","Sandy","D","MI","12","1","M","202-225-4961","202-226-1033","http://house.gov/levin/","http://www.house.gov/levin/levin_contact_email.shtml","1236 Longworth House Office Building","L000263","26918","H2MI17023","400238","N00003950","repsandylevin","http://www.opencongress.org/wiki/Sander_Levin","http://www.youtube.com/MI12yes","RepSandyLevin","","","09/06/1931"
"Rep","Jerry","","Lewis","","","R","CA","41","1","M","202-225-5861","202-225-6498","http://jerrylewis.house.gov/","http://www.house.gov/jerrylewis/IMA/WritetoRepresentativeLewis.htm","2112 Rayburn House Office Building","L000274","26769","H8CA37079","400239","N00007087","RepJerryLewis","http://www.opencongress.org/wiki/Jerry_Lewis","http://www.youtube.com/RepJerryLewis1","141850062373","","","10/21/1934"
"Rep","John","R.","Lewis","","","D","GA","5","1","M","202-225-3801","202-225-0351","http://johnlewis.house.gov/","http://www.house.gov/formjohnlewis/contact.html","343 Cannon House Office Building","L000287","26820","H6GA05217","400240","N00002577","RepJohnLewis","http://www.opencongress.org/wiki/John_Lewis","http://www.youtube.com/RepJohnLewis","","","","02/21/1940"
"Rep","Ron","","Lewis","","","R","KY","2","0","M","","","","","","L000293","26872","H4KY02030","400241","N00003476","","http://www.opencongress.org/wiki/Ron_Lewis","","","","","09/14/1946"
"Sen","Joseph","I.","Lieberman","","","I","CT","Senior Seat","1","M","202-224-4041","202-224-9750","http://www.lieberman.senate.gov/","http://www.lieberman.senate.gov/index.cfm/contact/email-me-about-an-issue","706 Hart Senate Office Building","L000304","53278","S8CT00022","300067","N00000616","JoeLieberman","http://www.opencongress.org/wiki/Joseph_Lieberman","http://www.youtube.com/SenatorJoeLieberman","joelieberman","","I","02/24/1942"
"Rep","John","","Linder","","","R","GA","7","0","M","","","","","","L000321","26825","H0GA04023","400242","N00002599","","http://www.opencongress.org/wiki/John_Linder","http://www.youtube.com/linderje","","","","09/09/1942"
"Rep","Zoe","","Lofgren","","","D","CA","16","1","F","202-225-3072","202-225-3336","http://lofgren.house.gov/","http://lofgren.house.gov/emailform.shtml","1401 Longworth House Office Building","L000397","21899","H4CA16049","400245","N00007479","RepZoeLofgren","http://www.opencongress.org/wiki/Zoe_Lofgren","","zoelofgren","","","12/21/1947"
"Rep","Nita","M.","Lowey","","","D","NY","18","1","F","202-225-6506","202-225-0546","http://lowey.house.gov","http://lowey.house.gov/?sectionid=56&sectiontree=56","2329 Rayburn House Office Building","L000480","26982","H8NY20056","400246","N00001024","NitaLowey","http://www.opencongress.org/wiki/Nita_Lowey","http://www.youtube.com/nitalowey","158290607551599","","","07/05/1937"
"Rep","Frank","D.","Lucas","","","R","OK","3","1","M","202-225-5565","202-225-8698","http://house.gov/lucas/","http://www.house.gov/lucas/zipauth.htm","2311 Rayburn House Office Building","L000491","27032","H4OK06056","400247","N00005559","","http://www.opencongress.org/wiki/Frank_Lucas","http://www.youtube.com/repfranklucas","7872057395","","","01/06/1960"
"Sen","Richard","G.","Lugar","","","R","IN","Senior Seat","1","M","202-224-4814","202-228-0360","http://www.lugar.senate.gov/","http://www.lugar.senate.gov/contact/","306 Hart Senate Office Building","L000504","53292","S4IN00014","300070","N00001764","senatorlugar","http://www.opencongress.org/wiki/Richard_Lugar","http://www.youtube.com/senatorlugar","senatorlugar","","I","04/04/1932"
"Rep","Daniel","E.","Lungren","","Dan","R","CA","3","1","M","202-225-5716","202-226-1298","http://lungren.house.gov/","https://forms.house.gov/lungren/forms/email.shtml","2313 Rayburn House Office Building","L000517","16730","H6CA34112","400617","N00011971","RepDanLungren","http://www.opencongress.org/wiki/Daniel_Lungren","http://www.youtube.com/RepLungrenCA03","Dan.Lungren","","","09/22/1946"
"Sen","Mary","L.","Landrieu","","","D","LA","Senior Seat","1","F","202-224-5824","202-224-9735","http://www.landrieu.senate.gov/","http://www.landrieu.senate.gov/about/contact.cfm","431 Dirksen Senate Office Building","L000550","661","S6LA00227","300063","N00005395","senlandrieu","http://www.opencongress.org/wiki/Mary_Landrieu","http://www.youtube.com/SenatorLandrieu","senatormarylandrieu","","II","11/23/1955"
"Rep","Barbara","J.","Lee","","","D","CA","9","1","F","202-225-2661","202-225-9817","http://lee.house.gov/","http://lee.house.gov/?sectionid=44&sectiontree=18,44","2267 Rayburn House Office Building","L000551","8315","H8CA09060","400237","N00008046","repbarbaralee","http://www.opencongress.org/wiki/Barbara_Lee","http://www.youtube.com/RepLee","RepBarbaraLee","","","07/16/1946"
"Rep","Ray","H.","LaHood","","","R","IL","18","0","M","","","","","","L000552","21699","H4IL18059","400228","N00004933","","http://www.opencongress.org/wiki/Ray_LaHood","","","","","12/06/1945"
"Rep","Steven","C.","LaTourette","","","R","OH","14","1","M","202-225-5731","202-225-3307","http://latourette.house.gov/","http://latourette.house.gov/ContactSteve.aspx","2371 Rayburn House Office Building","L000553","21798","H4OH19036","400235","N00003545","SteveLaTourette","http://www.opencongress.org/wiki/Steven_LaTourette","http://www.youtube.com/StevenLatourette","stevenlatourette","","","07/22/1954"
"Rep","Frank","A.","LoBiondo","","","R","NJ","2","1","M","202-225-6572","202-225-3318","http://house.gov/lobiondo/","http://www.house.gov/lobiondo/IMA/issue.htm","2427 Rayburn House Office Building","L000554","21890","H2NJ02037","400244","N00000851","RepLoBiondo","http://www.opencongress.org/wiki/Frank_LoBiondo","http://www.youtube.com/USRepFrankLoBiondo","FrankLoBiondo","","","05/12/1946"
"Rep","John","B.","Larson","","","D","CT","1","1","M","202-225-2265","202-225-1031","http://larson.house.gov/","http://www.house.gov/writerep","1501 Longworth House Office Building","L000557","17188","H8CT01046","400233","N00000575","repjohnlarson","http://www.opencongress.org/wiki/John_Larson","http://www.youtube.com/RepJohnLarson","RepJohnLarson","","","07/22/1948"
"Rep","James","R.","Langevin","","Jim","D","RI","2","1","M","202-225-2735","202-225-5976","http://langevin.house.gov/","http://langevin.house.gov/comments.shtml","109 Cannon House Office Building","L000559","55787","H0RI02139","400230","N00009724","jimlangevin","http://www.opencongress.org/wiki/James_Langevin","http://www.youtube.com/jimlangevin","6578978441","","","04/22/1964"
"Rep","Rick","","Larsen","","","D","WA","2","1","M","202-225-2605","202-225-4420","http://house.gov/larsen/","http://www.house.gov/larsen/contact/","108 Cannon House Office Building","L000560","56231","H0WA02080","400232","N00009759","larsenrick","http://www.opencongress.org/wiki/Rick_Larsen","http://www.youtube.com/congressmanlarsen","RepRickLarsen","","","06/15/1965"
"Rep","Stephen","F.","Lynch","","","D","MA","9","1","M","202-225-8273","202-225-3984","http://lynch.house.gov/","http://www.house.gov/writerep","2348 Rayburn House Office Building","L000562","4844","H2MA09072","400249","N00013855","","http://www.opencongress.org/wiki/Stephen_Lynch","","","","","03/31/1955"
"Rep","Daniel","William","Lipinski","","","D","IL","3","1","M","202-225-5701","202-225-1012","http://lipinski.house.gov/","http://www.house.gov/formlipinski/zipauth.html","1717 Longworth House Office Building","L000563","33692","H4IL03077","400630","N00027239","","http://www.opencongress.org/wiki/Daniel_Lipinski","http://www.youtube.com/lipinski03","repdanlipinski","","","07/15/1966"
"Rep","Douglas","L.","Lamborn","","Doug","R","CO","5","1","M","202-225-4422","202-226-2638","http://lamborn.house.gov/","http://lamborn.house.gov/ZipAuth.aspx","437 Cannon House Office Building","L000564","2698","H6CO05159","412191","N00028133","","http://www.opencongress.org/wiki/Douglas_Lamborn","http://www.youtube.com/CongressmanLamborn","CongressmanDougLamborn","","","05/24/1954"
"Rep","Dave","W.","Loebsack","","","D","IA","2","1","M","202-225-6576","202-226-0757","http://loebsack.house.gov/","http://loebsack.house.gov/contactform/","1527 Longworth House Office Building","L000565","68964","H6IA02146","412209","N00027741","","http://www.opencongress.org/wiki/Dave_Loebsack","http://www.youtube.com/congressmanloebsack","DaveLoebsack","","","12/23/1952"
"Rep","Robert","Edward","Latta","","Bob","R","OH","5","1","M","202-225-6405","202-225-1985","http://latta.house.gov","http://latta.house.gov/contactform_zipcheck.shtml","1323 Longworth House Office Building","L000566","9926","H8OH05036","412256","N00012233","boblatta","http://www.opencongress.org/wiki/Robert_Latta","http://www.youtube.com/CongressmanBobLatta","boblatta","","","04/18/1956"
"Rep","Leonard","","Lance","","","R","NJ","7","1","M","202-225-5361","202-225-9460","http://lance.house.gov/","https://forms.house.gov/lance/contact-form.shtml","426 Cannon House Office Building","L000567","4443","H6NJ12136","412290","N00000898","","http://www.opencongress.org/wiki/Leonard_Lance","http://www.youtube.com/congressmanlance","CongressmanLance","","","06/25/1952"
"Rep","Christopher","J.","Lee","","","R","NY","26","0","M","","","","","","L000568","110348","H8NY26095","412291","N00030198","chrislee_ny26","http://www.opencongress.org/wiki/Christopher_Lee","http://www.youtube.com/congressmanlee","RepChrisLee","","","04/01/1964"
"Rep","Blaine","","Luetkemeyer","","","R","MO","9","1","M","202-225-2956","202-225-5712","http://luetkemeyer.house.gov/","https://forms.house.gov/luetkemeyer/contact-form.shtml","1740 Longworth House Office Building","L000569","20400","H8MO09153","412292","N00030026","","http://www.opencongress.org/wiki/Blaine_Luetkemeyer","http://www.youtube.com/BLuetkemeyer","BlaineLuetkemeyer","","","05/07/1952"
"Rep","Ben","Ray","Lujan","Jr.","","D","NM","3","1","M","202-225-6190","202-226-1528","http://lujan.house.gov/","https://forms.house.gov/lujan/contact-form.shtml","330 Cannon House Office Building","L000570","102842","H8NM03196","412293","N00029562","repbenraylujan","http://www.opencongress.org/wiki/Ben_Lujan","http://www.youtube.com/Repbenraylujan","RepBenRayLujan","","","06/07/1972"
"Rep","Cynthia","M.","Lummis","","","R","WY","0","1","F","202-225-2311","202-225-3057","http://lummis.house.gov/","https://forms.house.gov/lummis/contact-form.shtml","113 Cannon House Office Building","L000571","15546","H8WY00148","412294","N00029788","CynthiaLummis","http://www.opencongress.org/wiki/Cynthia_Lummis","http://www.youtube.com/CynthiaLummis","152754318103332","","","09/10/1954"
"Sen","George","S.","LeMieux","","","R","FL","Junior Seat","0","M","","","","","","L000572","17431","","412380","N00031304","George_LeMieux","http://www.opencongress.org/wiki/George_LeMieux","","","","III","05/21/1969"
"Rep","Raul","","Labrador","","","R","ID","1","1","M","202-225-6611","202-225-3029","http://labrador.house.gov/","","1523 Longworth House Office Building","L000573","57391","H0ID01253","412419","N00031377","Raul_Labrador","http://www.opencongress.org/wiki/Raul_Labrador","http://www.youtube.com/user/RepLabrador","","","","12/08/1967"
"Rep","Jeff","","Landry","","","R","LA","3","1","M","202-225-4031","202- 226-3944","http://landry.house.gov/","","206 Cannon House Office Building","L000574","93509","H0LA03141","412433","N00031503","repjefflandry","http://www.opencongress.org/wiki/Jeff_Landry","http://www.youtube.com/repjefflandry","repjefflandry","","","12/23/1970"
"Rep","James","","Lankford","","","R","OK","5","1","M","202-225-2132","202-226-1463","http://lankford.house.gov/","","509 Cannon House Office Building","L000575","124938","H0OK05114","412464","N00031129","replankford","http://www.opencongress.org/wiki/James_Lankford","http://www.youtube.com/replankford","RepLankford","","","03/04/1968"
"Rep","Billy","","Long","","","R","MO","7","1","M","202-225-6536","202-225-5604","http://long.house.gov/","","1541 Longworth House Office Building","L000576","123401","H0MO07113","412445","N00030676","BillyLongMO7","http://www.opencongress.org/wiki/Billy_Long","http://www.youtube.com/user/MOdistrict7","","","","08/11/1955"
